date,product,country,impressions
5/4/2019,Spiderman,lb,9
5/17/2019,Spiderman,gy,2
5/17/2019,Spiderman,nl,3478
5/17/2019,Spiderman,lk,21
6/3/2019,Spiderman,id,20514
6/3/2019,Spiderman,de,6658
6/3/2019,Spiderman,ng,70
6/3/2019,Spiderman,tt,1
6/14/2019,Spiderman,in,59079
6/14/2019,Spiderman,cz,13
6/14/2019,Spiderman,hn,4
6/14/2019,Spiderman,lt,0
6/14/2019,Spiderman,so,3
5/31/2019,Spiderman,kh,589
5/31/2019,Spiderman,lv,11
5/31/2019,Spiderman,lu,7
6/13/2019,Spiderman,dk,1782
6/13/2019,Spiderman,ru,0
6/13/2019,Spiderman,mw,3
7/1/2019,Spiderman,gb,26305
7/1/2019,Spiderman,bd,6
5/24/2019,Spiderman,iq,44
5/24/2019,Spiderman,in,65879
5/24/2019,Spiderman,fr,17814
5/24/2019,Spiderman,nl,4030
5/24/2019,Spiderman,sv,3
6/7/2019,Spiderman,se,2176
6/7/2019,Spiderman,cz,22
5/15/2019,Spiderman,bn,0
6/12/2019,Spiderman,si,2
5/14/2019,Spiderman,jm,6
5/14/2019,Spiderman,jo,6
5/14/2019,Spiderman,lu,3
6/2/2019,Spiderman,ua,10
6/2/2019,Spiderman,th,7493
6/2/2019,Spiderman,mq,1
6/5/2019,Spiderman,np,18
6/5/2019,Spiderman,ru,0
5/22/2019,Spiderman,no,1667
5/22/2019,Spiderman,ye,10
5/22/2019,Spiderman,qa,28
5/22/2019,Spiderman,rw,20
5/22/2019,Spiderman,so,6
6/28/2019,Spiderman,uy,129
6/28/2019,Spiderman,kh,540
6/28/2019,Spiderman,py,2
6/21/2019,Spiderman,si,0
5/23/2019,Spiderman,us,269678
5/23/2019,Spiderman,lv,2
5/5/2019,Spiderman,eg,165
5/5/2019,Spiderman,il,1054
5/5/2019,Spiderman,sa,51
5/5/2019,Spiderman,so,2
5/29/2019,Spiderman,ht,7
5/29/2019,Spiderman,mg,0
5/8/2019,Spiderman,iq,37
5/8/2019,Spiderman,az,10
5/19/2019,Spiderman,ar,13347
5/19/2019,Spiderman,hr,0
5/19/2019,Spiderman,gp,0
6/30/2019,Spiderman,ph,30263
6/30/2019,Spiderman,ru,0
5/28/2019,Spiderman,br,88899
5/28/2019,Spiderman,gt,15
5/28/2019,Spiderman,lv,2
5/28/2019,Spiderman,et,13
6/29/2019,Spiderman,jm,2
6/29/2019,Spiderman,rs,1
6/29/2019,Spiderman,cr,1
6/20/2019,Spiderman,pr,46
6/20/2019,Spiderman,lb,10
6/20/2019,Spiderman,sd,0
5/7/2019,Spiderman,pe,16887
5/7/2019,Spiderman,unknown,1857
5/7/2019,Spiderman,ba,7
5/7/2019,Spiderman,ge,3
5/30/2019,Spiderman,pl,32
5/30/2019,Spiderman,ly,0
6/6/2019,Spiderman,th,8865
6/6/2019,Spiderman,eg,43
6/6/2019,Spiderman,ar,15006
6/6/2019,Spiderman,il,178
6/6/2019,Spiderman,om,2
5/6/2019,Spiderman,cl,8578
5/6/2019,Spiderman,ni,1
6/19/2019,Spiderman,lu,5
6/19/2019,Spiderman,mt,8
6/19/2019,Spiderman,tw,5870
6/19/2019,Spiderman,be,86
5/1/2019,Spiderman,uy,640
5/1/2019,Spiderman,kw,41
5/1/2019,Spiderman,cn,11
5/1/2019,Spiderman,ir,0
5/1/2019,Spiderman,hu,27
5/1/2019,Spiderman,hn,49
5/1/2019,Spiderman,gy,6
5/1/2019,Spiderman,bt,15
5/27/2019,Spiderman,ee,13
5/27/2019,Spiderman,lb,8
5/27/2019,Spiderman,ps,0
5/27/2019,Spiderman,sd,0
6/18/2019,Spiderman,pr,20
6/18/2019,Spiderman,na,1
6/4/2019,Spiderman,na,2
6/4/2019,Spiderman,ga,0
6/4/2019,Spiderman,pg,1
5/20/2019,Spiderman,au,10354
5/20/2019,Spiderman,kh,414
6/15/2019,Spiderman,ec,91
6/15/2019,Spiderman,hk,0
6/8/2019,Spiderman,ro,22
6/8/2019,Spiderman,gy,2
6/25/2019,Spiderman,fr,17823
6/25/2019,Spiderman,ge,2
6/25/2019,Spiderman,ee,10
5/3/2019,Spiderman,ec,72
5/3/2019,Spiderman,ve,11895
5/3/2019,Spiderman,li,2
5/3/2019,Spiderman,lb,24
5/3/2019,Spiderman,ga,8
6/27/2019,Spiderman,tl,10
5/13/2019,Spiderman,dk,1509
5/13/2019,Spiderman,au,9294
5/13/2019,Spiderman,ar,15796
5/13/2019,Spiderman,dz,107
6/9/2019,Spiderman,kh,488
6/10/2019,Spiderman,ae,12
6/10/2019,Spiderman,dz,58
6/9/2019,Spiderman,row,0
6/9/2019,Spiderman,mn,0
5/25/2019,Spiderman,be,52
5/25/2019,Spiderman,it,9564
5/25/2019,Spiderman,at,1014
5/25/2019,Spiderman,mz,5
5/25/2019,Spiderman,so,2
6/17/2019,Spiderman,ar,15521
6/17/2019,Spiderman,et,12
6/17/2019,Spiderman,tn,83
6/17/2019,Spiderman,bh,2
6/17/2019,Spiderman,cf,1
6/24/2019,Spiderman,ua,10
6/24/2019,Spiderman,hu,20
6/24/2019,Spiderman,bg,7
5/2/2019,Spiderman,uy,771
5/2/2019,Spiderman,de,6634
5/2/2019,Spiderman,lt,2
5/1/2019,Spiderman,ph,23898
6/16/2019,Spiderman,ve,11134
6/16/2019,Spiderman,ar,9253
6/16/2019,Spiderman,pg,3
5/10/2019,Spiderman,pr,70
5/10/2019,Spiderman,sv,2
5/10/2019,Spiderman,ni,11
6/26/2019,Spiderman,fr,19213
6/26/2019,Spiderman,tt,1
6/26/2019,Spiderman,uy,122
6/26/2019,Spiderman,gt,4
6/26/2019,Spiderman,al,0
6/26/2019,Spiderman,so,34
5/12/2019,Spiderman,mc,0
5/12/2019,Spiderman,ee,2
5/9/2019,Spiderman,bo,6
5/9/2019,Spiderman,kz,2
5/21/2019,Spiderman,lk,34
5/21/2019,Spiderman,ru,0
5/21/2019,Spiderman,ao,15
5/18/2019,Spiderman,ve,12169
5/18/2019,Spiderman,pk,119
5/18/2019,Spiderman,gt,7
5/18/2019,Spiderman,tr,43
5/18/2019,Spiderman,cr,9
5/18/2019,Spiderman,np,14
5/16/2019,Spiderman,tw,5294
5/16/2019,Spiderman,ro,54
6/22/2019,Spiderman,nl,3907
6/22/2019,Spiderman,dk,1275
6/22/2019,Spiderman,ni,1
6/22/2019,Spiderman,za,10
6/22/2019,Spiderman,mv,0
5/26/2019,Spiderman,de,7607
5/26/2019,Spiderman,fi,2027
5/26/2019,Spiderman,hr,0
5/26/2019,Spiderman,vu,0
5/26/2019,Spiderman,ug,6
6/23/2019,Spiderman,sa,58
6/23/2019,Spiderman,gq,1
6/23/2019,Spiderman,mt,6
6/23/2019,Spiderman,mq,0
6/23/2019,Spiderman,pg,1
6/1/2019,Spiderman,de,5923
6/1/2019,Spiderman,il,218
6/1/2019,Spiderman,za,25
6/1/2019,Spiderman,br,62228
6/1/2019,Spiderman,mk,0
5/11/2019,Spiderman,lt,0
5/11/2019,Spiderman,zm,14
5/11/2019,Spiderman,cd,0
5/4/2019,Spiderman,mw,2
5/17/2019,Spiderman,sk,0
5/17/2019,Spiderman,az,16
5/17/2019,Spiderman,uz,10
5/17/2019,Spiderman,ht,5
5/17/2019,Spiderman,af,0
5/17/2019,Spiderman,hr,2
6/3/2019,Spiderman,my,4618
6/3/2019,Spiderman,ch,89
6/3/2019,Spiderman,mu,6
6/14/2019,Spiderman,sg,2799
5/31/2019,Spiderman,tt,8
5/31/2019,Spiderman,cd,0
6/13/2019,Spiderman,no,1590
6/13/2019,Spiderman,br,71801
6/13/2019,Spiderman,sa,36
6/13/2019,Spiderman,gr,41
7/1/2019,Spiderman,sn,5
7/1/2019,Spiderman,ga,1
5/24/2019,Spiderman,gr,22
5/24/2019,Spiderman,gt,11
5/24/2019,Spiderman,ie,954
5/24/2019,Spiderman,ru,0
5/24/2019,Spiderman,tz,0
6/7/2019,Spiderman,sv,4
6/7/2019,Spiderman,cd,0
5/15/2019,Spiderman,es,14779
5/15/2019,Spiderman,cz,11
5/15/2019,Spiderman,dj,13
5/15/2019,Spiderman,yt,0
5/15/2019,Spiderman,gy,1
6/12/2019,Spiderman,vn,10812
6/12/2019,Spiderman,gn,3
5/14/2019,Spiderman,ve,14745
5/14/2019,Spiderman,iq,12
6/2/2019,Spiderman,gb,25382
6/2/2019,Spiderman,pt,42
6/2/2019,Spiderman,dz,70
6/2/2019,Spiderman,bj,6
6/2/2019,Spiderman,za,32
6/2/2019,Spiderman,by,0
6/5/2019,Spiderman,pr,18
6/5/2019,Spiderman,om,5
5/22/2019,Spiderman,it,11491
5/22/2019,Spiderman,re,0
5/22/2019,Spiderman,ua,33
5/22/2019,Spiderman,to,1
5/22/2019,Spiderman,kw,2
5/22/2019,Spiderman,ni,1
6/28/2019,Spiderman,dz,49
6/28/2019,Spiderman,dj,2
6/28/2019,Spiderman,sn,2
6/28/2019,Spiderman,mg,9
6/28/2019,Spiderman,mq,0
6/21/2019,Spiderman,np,8
6/21/2019,Spiderman,ao,14
6/21/2019,Spiderman,cy,1
6/21/2019,Spiderman,lt,1
5/23/2019,Spiderman,pr,2
5/23/2019,Spiderman,jm,5
5/23/2019,Spiderman,cy,1
5/23/2019,Spiderman,om,6
5/5/2019,Spiderman,pa,590
5/5/2019,Spiderman,br,53038
5/29/2019,Spiderman,cd,0
5/29/2019,Spiderman,tr,32
5/8/2019,Spiderman,es,13752
5/8/2019,Spiderman,mn,16
5/8/2019,Spiderman,hu,19
5/19/2019,Spiderman,fi,1934
5/19/2019,Spiderman,gq,1
6/30/2019,Spiderman,np,18
6/30/2019,Spiderman,ps,0
5/28/2019,Spiderman,cl,10879
5/28/2019,Spiderman,no,1671
5/28/2019,Spiderman,jm,6
6/29/2019,Spiderman,lk,17
6/29/2019,Spiderman,ma,14
6/29/2019,Spiderman,gr,28
6/20/2019,Spiderman,om,2
6/20/2019,Spiderman,ga,2
5/7/2019,Spiderman,no,1409
5/7/2019,Spiderman,nl,3620
5/7/2019,Spiderman,ar,16452
5/7/2019,Spiderman,uy,802
5/7/2019,Spiderman,pr,70
5/7/2019,Spiderman,kr,0
5/7/2019,Spiderman,sl,0
5/7/2019,Spiderman,gf,0
5/30/2019,Spiderman,ng,40
6/6/2019,Spiderman,br,75138
6/6/2019,Spiderman,gh,25
6/6/2019,Spiderman,tm,0
6/19/2019,Spiderman,ch,106
6/19/2019,Spiderman,sn,7
6/19/2019,Spiderman,cm,0
6/19/2019,Spiderman,mq,0
5/27/2019,Spiderman,co,31938
5/27/2019,Spiderman,hu,24
5/27/2019,Spiderman,mt,10
6/18/2019,Spiderman,mn,22
6/18/2019,Spiderman,jm,14
6/18/2019,Spiderman,lb,12
6/18/2019,Spiderman,si,2
6/4/2019,Spiderman,mx,29086
6/4/2019,Spiderman,eg,64
6/4/2019,Spiderman,ca,20500
6/4/2019,Spiderman,ge,0
6/4/2019,Spiderman,mk,0
5/20/2019,Spiderman,unknown,1558
5/20/2019,Spiderman,ao,18
5/20/2019,Spiderman,ru,0
6/15/2019,Spiderman,lu,11
6/15/2019,Spiderman,ao,29
6/15/2019,Spiderman,hn,2
6/15/2019,Spiderman,so,2
6/15/2019,Spiderman,ml,2
6/8/2019,Spiderman,cr,0
6/25/2019,Spiderman,tr,30
6/25/2019,Spiderman,ug,6
6/25/2019,Spiderman,km,1
5/3/2019,Spiderman,fr,17996
5/3/2019,Spiderman,ee,13
5/3/2019,Spiderman,cy,1
5/3/2019,Spiderman,sn,38
5/3/2019,Spiderman,mw,4
6/27/2019,Spiderman,za,22
6/27/2019,Spiderman,se,1889
6/27/2019,Spiderman,sk,5
6/27/2019,Spiderman,cr,14
5/13/2019,Spiderman,ec,202
5/13/2019,Spiderman,it,11156
5/13/2019,Spiderman,mv,2
6/9/2019,Spiderman,ar,12939
6/10/2019,Spiderman,br,80265
6/9/2019,Spiderman,unknown,1331
6/10/2019,Spiderman,ye,11
6/10/2019,Spiderman,dj,2
6/10/2019,Spiderman,np,18
6/9/2019,Spiderman,ly,0
5/25/2019,Spiderman,dz,47
6/17/2019,Spiderman,ma,4
6/17/2019,Spiderman,nz,2
6/11/2019,Spiderman,bo,74
6/11/2019,Spiderman,mn,2
6/11/2019,Spiderman,tt,2
6/24/2019,Spiderman,mm,2
6/24/2019,Spiderman,al,2
5/2/2019,Spiderman,hk,0
5/2/2019,Spiderman,uz,4
6/16/2019,Spiderman,iq,31
6/16/2019,Spiderman,lt,1
5/10/2019,Spiderman,hu,11
5/10/2019,Spiderman,iq,7
5/10/2019,Spiderman,cr,2
6/26/2019,Spiderman,hn,1
6/26/2019,Spiderman,ps,0
5/12/2019,Spiderman,ve,10987
5/12/2019,Spiderman,yt,0
5/12/2019,Spiderman,cz,19
5/12/2019,Spiderman,pr,2
5/9/2019,Spiderman,ca,16026
5/9/2019,Spiderman,ve,14216
5/21/2019,Spiderman,de,6713
5/21/2019,Spiderman,es,15826
5/21/2019,Spiderman,sa,58
5/21/2019,Spiderman,ve,15884
5/21/2019,Spiderman,lr,4
5/18/2019,Spiderman,vn,10339
5/16/2019,Spiderman,mu,13
6/22/2019,Spiderman,ge,0
6/22/2019,Spiderman,qa,4
5/26/2019,Spiderman,au,6236
6/23/2019,Spiderman,bg,13
6/23/2019,Spiderman,co,14627
6/23/2019,Spiderman,iq,18
6/23/2019,Spiderman,kg,0
6/1/2019,Spiderman,mu,3
6/1/2019,Spiderman,kr,0
6/1/2019,Spiderman,tl,0
6/1/2019,Spiderman,hr,0
5/11/2019,Spiderman,pk,111
5/11/2019,Spiderman,sg,5966
5/11/2019,Spiderman,lu,0
5/11/2019,Spiderman,cf,1
5/11/2019,Spiderman,ht,1
5/4/2019,Spiderman,hk,0
5/4/2019,Spiderman,bb,1
5/4/2019,Spiderman,dj,43
5/4/2019,Spiderman,bm,2
5/17/2019,Spiderman,pk,94
5/17/2019,Spiderman,ca,16247
5/17/2019,Spiderman,re,0
6/3/2019,Spiderman,us,264881
6/3/2019,Spiderman,br,81366
6/3/2019,Spiderman,ni,2
6/3/2019,Spiderman,qa,23
6/14/2019,Spiderman,ae,42
6/14/2019,Spiderman,lk,40
6/14/2019,Spiderman,mm,1
5/31/2019,Spiderman,fi,2145
5/31/2019,Spiderman,tr,62
5/31/2019,Spiderman,mz,2
6/13/2019,Spiderman,bd,78
6/13/2019,Spiderman,do,10
6/13/2019,Spiderman,et,0
7/1/2019,Spiderman,cz,15
7/1/2019,Spiderman,gt,2
7/1/2019,Spiderman,unknown,1248
7/1/2019,Spiderman,ae,25
7/1/2019,Spiderman,dk,1531
7/1/2019,Spiderman,lt,0
7/1/2019,Spiderman,gh,41
5/24/2019,Spiderman,co,27497
5/24/2019,Spiderman,me,0
5/24/2019,Spiderman,kw,2
5/24/2019,Spiderman,gh,26
5/24/2019,Spiderman,bh,3
6/7/2019,Spiderman,hk,0
6/7/2019,Spiderman,tm,0
6/9/2019,Spiderman,mk,0
5/15/2019,Spiderman,iq,11
5/15/2019,Spiderman,mm,7
6/12/2019,Spiderman,bo,38
6/12/2019,Spiderman,tw,6216
6/12/2019,Spiderman,mo,0
5/14/2019,Spiderman,al,0
6/2/2019,Spiderman,ve,13271
6/2/2019,Spiderman,ar,13694
6/2/2019,Spiderman,vn,8053
6/2/2019,Spiderman,gt,1
6/2/2019,Spiderman,bw,0
6/2/2019,Spiderman,bs,0
6/5/2019,Spiderman,nl,4995
6/5/2019,Spiderman,ye,2
5/22/2019,Spiderman,sk,2
5/22/2019,Spiderman,tw,6070
5/22/2019,Spiderman,ee,15
6/28/2019,Spiderman,hu,22
5/23/2019,Spiderman,pl,72
5/23/2019,Spiderman,gq,4
5/5/2019,Spiderman,pl,50
5/29/2019,Spiderman,mx,31731
5/29/2019,Spiderman,om,2
5/29/2019,Spiderman,bt,2
5/8/2019,Spiderman,vn,11070
5/8/2019,Spiderman,bg,4
5/8/2019,Spiderman,cr,2
5/8/2019,Spiderman,ly,0
5/8/2019,Spiderman,mw,2
5/8/2019,Spiderman,lr,0
5/19/2019,Spiderman,lb,6
5/28/2019,Spiderman,cd,0
5/28/2019,Spiderman,hr,8
5/28/2019,Spiderman,bh,7
5/28/2019,Spiderman,bf,2
6/29/2019,Spiderman,ke,26
6/29/2019,Spiderman,ge,1
6/29/2019,Spiderman,ba,1
6/29/2019,Spiderman,cy,2
6/20/2019,Spiderman,sl,1
6/20/2019,Spiderman,kr,0
5/7/2019,Spiderman,mw,10
5/7/2019,Spiderman,bt,26
5/7/2019,Spiderman,sy,0
5/30/2019,Spiderman,hu,29
5/30/2019,Spiderman,ch,144
5/30/2019,Spiderman,us,269504
5/30/2019,Spiderman,es,15729
5/30/2019,Spiderman,na,22
5/30/2019,Spiderman,yt,0
6/6/2019,Spiderman,vn,10666
6/6/2019,Spiderman,cn,18
6/6/2019,Spiderman,ga,3
5/6/2019,Spiderman,my,7396
6/19/2019,Spiderman,sc,0
6/19/2019,Spiderman,sk,0
6/19/2019,Spiderman,gw,5
6/19/2019,Spiderman,sv,3
6/19/2019,Spiderman,gf,0
5/1/2019,Spiderman,ie,1347
5/1/2019,Spiderman,lb,22
5/1/2019,Spiderman,gu,15
5/27/2019,Spiderman,at,1146
5/27/2019,Spiderman,il,216
5/27/2019,Spiderman,jm,8
6/18/2019,Spiderman,pl,40
6/18/2019,Spiderman,es,13486
6/4/2019,Spiderman,co,28554
6/4/2019,Spiderman,tn,30
5/20/2019,Spiderman,at,1190
5/20/2019,Spiderman,al,0
5/20/2019,Spiderman,tz,0
6/15/2019,Spiderman,at,794
6/15/2019,Spiderman,af,11
6/15/2019,Spiderman,row,0
6/8/2019,Spiderman,ae,20
6/8/2019,Spiderman,tr,14
6/8/2019,Spiderman,mm,4
6/8/2019,Spiderman,lu,6
6/25/2019,Spiderman,au,12152
6/25/2019,Spiderman,sa,54
6/25/2019,Spiderman,bg,7
5/3/2019,Spiderman,bj,21
5/3/2019,Spiderman,om,13
6/27/2019,Spiderman,th,9700
6/27/2019,Spiderman,mx,18964
6/27/2019,Spiderman,lt,2
5/13/2019,Spiderman,id,43742
5/13/2019,Spiderman,ch,293
5/13/2019,Spiderman,bq,0
5/13/2019,Spiderman,ng,74
6/10/2019,Spiderman,cn,26
6/10/2019,Spiderman,si,4
6/9/2019,Spiderman,mq,2
5/25/2019,Spiderman,in,60303
5/25/2019,Spiderman,jp,141
5/25/2019,Spiderman,pg,1
5/25/2019,Spiderman,row,0
5/25/2019,Spiderman,bf,1
6/11/2019,Spiderman,ca,20729
6/11/2019,Spiderman,mx,24698
6/11/2019,Spiderman,mr,1
6/24/2019,Spiderman,us,243554
6/24/2019,Spiderman,unknown,1627
6/24/2019,Spiderman,th,11282
6/24/2019,Spiderman,ci,0
6/24/2019,Spiderman,gq,19
5/2/2019,Spiderman,co,26475
5/2/2019,Spiderman,ua,36
5/2/2019,Spiderman,bq,0
5/1/2019,Spiderman,de,7053
5/2/2019,Spiderman,sk,0
5/1/2019,Spiderman,sd,0
5/2/2019,Spiderman,ml,2
6/16/2019,Spiderman,kh,399
6/16/2019,Spiderman,ye,2
6/16/2019,Spiderman,gu,9
6/16/2019,Spiderman,mp,2
5/10/2019,Spiderman,ca,15090
5/10/2019,Spiderman,uy,754
5/10/2019,Spiderman,es,12103
5/10/2019,Spiderman,il,252
5/10/2019,Spiderman,tn,32
5/10/2019,Spiderman,mw,3
6/26/2019,Spiderman,do,3
5/12/2019,Spiderman,dk,1042
5/12/2019,Spiderman,bf,6
5/9/2019,Spiderman,ar,16095
5/9/2019,Spiderman,tw,5427
5/9/2019,Spiderman,np,14
5/9/2019,Spiderman,bj,9
5/21/2019,Spiderman,bd,49
5/21/2019,Spiderman,tw,5530
5/21/2019,Spiderman,bg,24
5/21/2019,Spiderman,bz,2
5/21/2019,Spiderman,gq,2
5/21/2019,Spiderman,row,0
5/21/2019,Spiderman,bi,1
5/18/2019,Spiderman,al,2
5/18/2019,Spiderman,cd,0
5/16/2019,Spiderman,sv,2
5/16/2019,Spiderman,ls,2
5/16/2019,Spiderman,gn,13
6/22/2019,Spiderman,gr,28
6/22/2019,Spiderman,tn,38
5/26/2019,Spiderman,vn,9590
5/26/2019,Spiderman,be,48
5/26/2019,Spiderman,at,1270
5/26/2019,Spiderman,kr,0
6/23/2019,Spiderman,ph,28370
6/23/2019,Spiderman,sc,1
6/1/2019,Spiderman,pr,15
6/1/2019,Spiderman,ir,0
6/1/2019,Spiderman,bg,1
6/1/2019,Spiderman,ma,10
5/11/2019,Spiderman,sy,0
5/4/2019,Spiderman,ca,15163
5/4/2019,Spiderman,cz,10
5/4/2019,Spiderman,az,13
5/4/2019,Spiderman,ao,5
5/4/2019,Spiderman,sb,3
5/17/2019,Spiderman,mx,20870
5/17/2019,Spiderman,dz,48
5/17/2019,Spiderman,pr,12
5/17/2019,Spiderman,ae,54
5/17/2019,Spiderman,cm,6
5/17/2019,Spiderman,bj,1
6/3/2019,Spiderman,ro,68
6/3/2019,Spiderman,kr,0
6/14/2019,Spiderman,fr,16439
6/14/2019,Spiderman,ug,1
6/14/2019,Spiderman,hu,70
6/14/2019,Spiderman,co,21621
5/31/2019,Spiderman,ua,18
5/31/2019,Spiderman,mg,16
5/31/2019,Spiderman,om,2
6/13/2019,Spiderman,pt,30
6/13/2019,Spiderman,ge,6
6/13/2019,Spiderman,ir,0
7/1/2019,Spiderman,ar,14110
7/1/2019,Spiderman,bg,35
7/1/2019,Spiderman,vu,0
7/1/2019,Spiderman,ir,0
5/24/2019,Spiderman,cl,8778
5/24/2019,Spiderman,it,10801
5/24/2019,Spiderman,gl,0
6/7/2019,Spiderman,az,6
6/9/2019,Spiderman,gq,5
6/9/2019,Spiderman,na,8
6/9/2019,Spiderman,ye,2
6/10/2019,Spiderman,tl,0
6/10/2019,Spiderman,gp,0
5/15/2019,Spiderman,al,5
5/15/2019,Spiderman,zm,15
5/15/2019,Spiderman,sm,0
5/15/2019,Spiderman,gp,0
6/12/2019,Spiderman,do,18
6/12/2019,Spiderman,uy,118
6/12/2019,Spiderman,hr,2
6/12/2019,Spiderman,ps,0
6/12/2019,Spiderman,ye,6
5/14/2019,Spiderman,sa,20
5/14/2019,Spiderman,ma,6
5/14/2019,Spiderman,ir,0
5/14/2019,Spiderman,ml,1
6/5/2019,Spiderman,fr,22300
6/5/2019,Spiderman,rw,12
6/5/2019,Spiderman,mz,3
6/5/2019,Spiderman,cg,0
5/22/2019,Spiderman,ca,18341
5/22/2019,Spiderman,fr,22199
5/22/2019,Spiderman,uz,6
5/22/2019,Spiderman,sm,2
6/28/2019,Spiderman,ee,9
6/28/2019,Spiderman,no,1010
6/28/2019,Spiderman,bo,54
6/28/2019,Spiderman,fj,0
6/28/2019,Spiderman,ug,20
6/28/2019,Spiderman,pg,2
6/21/2019,Spiderman,hr,1
6/21/2019,Spiderman,bg,10
6/21/2019,Spiderman,do,10
6/21/2019,Spiderman,bz,0
5/23/2019,Spiderman,pk,127
5/23/2019,Spiderman,gu,1
5/23/2019,Spiderman,ml,2
5/5/2019,Spiderman,ph,20726
5/5/2019,Spiderman,,0
5/5/2019,Spiderman,cm,36
5/5/2019,Spiderman,ru,0
5/29/2019,Spiderman,br,85246
5/29/2019,Spiderman,lu,7
5/29/2019,Spiderman,gq,2
5/8/2019,Spiderman,zw,18
5/8/2019,Spiderman,cn,12
5/8/2019,Spiderman,ky,6
5/8/2019,Spiderman,bo,6
5/8/2019,Spiderman,nz,11
5/8/2019,Spiderman,tt,1
5/8/2019,Spiderman,ba,4
5/8/2019,Spiderman,gf,0
5/19/2019,Spiderman,mu,9
5/19/2019,Spiderman,sk,0
6/30/2019,Spiderman,co,13862
5/28/2019,Spiderman,in,71594
5/28/2019,Spiderman,au,11731
5/28/2019,Spiderman,vn,12457
5/28/2019,Spiderman,lu,7
6/29/2019,Spiderman,dk,1199
6/29/2019,Spiderman,pa,69
6/29/2019,Spiderman,sm,2
6/29/2019,Spiderman,ly,0
5/7/2019,Spiderman,us,302025
5/7/2019,Spiderman,co,27582
5/7/2019,Spiderman,vn,11172
5/7/2019,Spiderman,py,12
5/7/2019,Spiderman,sv,0
5/7/2019,Spiderman,gq,4
5/30/2019,Spiderman,au,10145
5/30/2019,Spiderman,iq,55
5/30/2019,Spiderman,ba,0
5/30/2019,Spiderman,row,0
5/30/2019,Spiderman,cg,0
6/6/2019,Spiderman,jo,4
5/6/2019,Spiderman,za,54
6/19/2019,Spiderman,no,1278
6/19/2019,Spiderman,cl,8521
6/19/2019,Spiderman,hk,0
5/1/2019,Spiderman,sa,196
5/1/2019,Spiderman,eg,238
5/1/2019,Spiderman,mn,38
5/1/2019,Spiderman,aw,4
5/27/2019,Spiderman,ve,14715
5/27/2019,Spiderman,my,7504
6/18/2019,Spiderman,hu,27
6/18/2019,Spiderman,ge,0
6/18/2019,Spiderman,am,1
6/4/2019,Spiderman,pt,43
6/4/2019,Spiderman,mc,1
6/4/2019,Spiderman,gp,0
6/4/2019,Spiderman,af,0
5/20/2019,Spiderman,bo,8
5/20/2019,Spiderman,ve,13850
5/20/2019,Spiderman,id,43572
5/20/2019,Spiderman,tt,7
5/20/2019,Spiderman,dj,1
5/20/2019,Spiderman,rw,13
5/20/2019,Spiderman,cn,11
5/20/2019,Spiderman,is,2
6/15/2019,Spiderman,th,8182
6/15/2019,Spiderman,sg,2391
6/15/2019,Spiderman,iq,45
6/15/2019,Spiderman,bi,2
6/15/2019,Spiderman,cr,4
6/15/2019,Spiderman,ga,2
6/8/2019,Spiderman,br,55790
6/8/2019,Spiderman,gb,25094
6/8/2019,Spiderman,cl,7279
6/8/2019,Spiderman,hk,0
6/8/2019,Spiderman,pg,6
5/3/2019,Spiderman,si,3
5/3/2019,Spiderman,az,6
5/3/2019,Spiderman,ml,2
6/27/2019,Spiderman,ug,4
6/27/2019,Spiderman,bj,0
5/13/2019,Spiderman,ba,2
5/13/2019,Spiderman,bj,5
5/13/2019,Spiderman,sy,0
6/9/2019,Spiderman,ec,82
6/9/2019,Spiderman,cf,16
6/10/2019,Spiderman,za,43
6/10/2019,Spiderman,sk,2
6/9/2019,Spiderman,kw,11
5/25/2019,Spiderman,bb,1
5/25/2019,Spiderman,sg,2664
5/25/2019,Spiderman,sb,4
6/17/2019,Spiderman,kh,652
6/17/2019,Spiderman,lb,15
6/11/2019,Spiderman,au,10015
6/11/2019,Spiderman,ke,86
6/11/2019,Spiderman,py,9
6/11/2019,Spiderman,az,4
6/24/2019,Spiderman,co,16711
6/24/2019,Spiderman,np,15
6/24/2019,Spiderman,im,0
5/2/2019,Spiderman,no,1650
5/2/2019,Spiderman,th,8432
5/2/2019,Spiderman,lk,32
5/1/2019,Spiderman,tw,4698
5/2/2019,Spiderman,qa,13
6/16/2019,Spiderman,bb,1
6/16/2019,Spiderman,lb,15
6/16/2019,Spiderman,zm,0
5/10/2019,Spiderman,nz,21
5/12/2019,Spiderman,ni,2
5/12/2019,Spiderman,kw,1
5/9/2019,Spiderman,ie,954
5/9/2019,Spiderman,mm,2
5/21/2019,Spiderman,it,12200
5/21/2019,Spiderman,ba,0
5/18/2019,Spiderman,mu,10
5/18/2019,Spiderman,fr,18712
5/18/2019,Spiderman,mt,42
5/18/2019,Spiderman,sv,0
5/18/2019,Spiderman,md,0
5/16/2019,Spiderman,ee,7
5/16/2019,Spiderman,cz,14
5/16/2019,Spiderman,ca,16788
5/16/2019,Spiderman,tl,6
5/16/2019,Spiderman,bn,0
6/22/2019,Spiderman,ro,46
6/22/2019,Spiderman,kg,0
6/22/2019,Spiderman,ne,10
6/22/2019,Spiderman,af,2
5/26/2019,Spiderman,hk,0
5/26/2019,Spiderman,mg,10
5/26/2019,Spiderman,lv,1
5/26/2019,Spiderman,pg,4
