date,product,country,impressions
6/6/2019,Batman,in,133330
6/6/2019,Batman,id,40954
6/6/2019,Batman,ba,14
6/6/2019,Batman,cz,46
5/6/2019,Batman,et,84
5/6/2019,Batman,ke,48
5/6/2019,Batman,na,1
6/19/2019,Batman,tl,5
6/19/2019,Batman,md,0
5/1/2019,Batman,bj,24
5/1/2019,Batman,hk,0
5/1/2019,Batman,ir,0
5/27/2019,Batman,py,41
5/27/2019,Batman,eg,34
5/27/2019,Batman,tl,4
5/27/2019,Batman,gy,2
6/18/2019,Batman,kh,1047
6/18/2019,Batman,ne,8
6/4/2019,Batman,in,135295
6/4/2019,Batman,hn,22
6/4/2019,Batman,cr,25
6/4/2019,Batman,tg,2
6/4/2019,Batman,gq,6
6/4/2019,Batman,sy,0
5/20/2019,Batman,au,26194
5/20/2019,Batman,mm,20
5/20/2019,Batman,lr,1
6/15/2019,Batman,us,165583
6/15/2019,Batman,,0
6/15/2019,Batman,ap,0
6/15/2019,Batman,si,19
6/15/2019,Batman,sr,1
6/8/2019,Batman,gu,7
6/8/2019,Batman,hk,0
6/8/2019,Batman,dj,3
6/8/2019,Batman,mw,4
6/25/2019,Batman,bg,64
6/25/2019,Batman,ye,13
6/25/2019,Batman,tz,0
6/25/2019,Batman,vu,2
5/3/2019,Batman,hu,74
5/3/2019,Batman,ml,4
5/3/2019,Batman,yt,4
5/3/2019,Batman,cf,1
6/27/2019,Batman,dj,2
6/27/2019,Batman,hk,0
5/13/2019,Batman,ng,102
5/13/2019,Batman,md,0
6/10/2019,Batman,se,2274
6/9/2019,Batman,,0
6/9/2019,Batman,lu,22
6/10/2019,Batman,ba,6
6/10/2019,Batman,bj,6
6/9/2019,Batman,mz,4
6/10/2019,Batman,bh,8
6/9/2019,Batman,tc,8
5/25/2019,Batman,al,29
5/25/2019,Batman,cm,9
5/25/2019,Batman,ye,10
6/17/2019,Batman,fr,56198
6/17/2019,Batman,zm,7
6/17/2019,Batman,pk,89
6/17/2019,Batman,tg,2
6/17/2019,Batman,cr,13
6/17/2019,Batman,mz,9
6/17/2019,Batman,ga,5
6/17/2019,Batman,mc,6
6/11/2019,Batman,my,19351
6/11/2019,Batman,tw,18054
6/11/2019,Batman,gf,2
6/11/2019,Batman,om,22
6/11/2019,Batman,km,1
6/11/2019,Batman,mr,2
6/24/2019,Batman,de,22233
6/24/2019,Batman,pw,1
6/24/2019,Batman,ml,1
6/24/2019,Batman,tc,9
5/2/2019,Batman,eg,33
5/2/2019,Batman,jp,1406
5/2/2019,Batman,dz,528
5/2/2019,Batman,mm,15
6/16/2019,Batman,ch,2146
6/16/2019,Batman,bw,1
6/16/2019,Batman,ky,1
6/16/2019,Batman,ml,2
5/10/2019,Batman,tn,2919
5/10/2019,Batman,mw,0
6/26/2019,Batman,nz,34
6/26/2019,Batman,ru,0
6/26/2019,Batman,mv,1
5/12/2019,Batman,nl,6775
5/12/2019,Batman,yt,9
5/9/2019,Batman,mx,59970
5/9/2019,Batman,pl,528
5/9/2019,Batman,cy,33
5/9/2019,Batman,cm,7
5/9/2019,Batman,gt,27
5/21/2019,Batman,,0
5/21/2019,Batman,af,36
5/21/2019,Batman,cy,43
5/18/2019,Batman,ca,30671
5/16/2019,Batman,qa,40
6/22/2019,Batman,jp,475
6/22/2019,Batman,gq,6
6/22/2019,Batman,ye,4
5/26/2019,Batman,dk,1698
5/26/2019,Batman,ug,11
5/26/2019,Batman,gw,2
5/26/2019,Batman,am,2
5/26/2019,Batman,rs,47
5/26/2019,Batman,mr,2
5/26/2019,Batman,ps,0
6/23/2019,Batman,es,18517
6/23/2019,Batman,mu,60
6/1/2019,Batman,at,2770
6/1/2019,Batman,sg,5322
6/1/2019,Batman,af,15
6/1/2019,Batman,gy,9
6/1/2019,Batman,ly,0
6/1/2019,Batman,mz,2
5/11/2019,Batman,re,0
5/11/2019,Batman,kz,14
5/4/2019,Batman,ap,0
5/4/2019,Batman,kr,0
5/17/2019,Batman,sv,33
5/17/2019,Batman,ua,26
6/3/2019,Batman,am,14
6/3/2019,Batman,me,1
6/3/2019,Batman,cu,0
6/14/2019,Batman,at,2322
6/14/2019,Batman,hn,22
6/14/2019,Batman,ke,43
5/31/2019,Batman,cm,6
5/31/2019,Batman,bf,2
6/13/2019,Batman,gr,86
6/13/2019,Batman,ba,15
7/1/2019,Batman,ma,78
7/1/2019,Batman,qa,42
7/1/2019,Batman,sl,2
7/1/2019,Batman,mz,2
5/24/2019,Batman,al,66
5/24/2019,Batman,np,55
5/24/2019,Batman,mz,2
6/7/2019,Batman,dk,1479
6/7/2019,Batman,ma,77
6/10/2019,Batman,gw,7
5/15/2019,Batman,ve,24807
5/15/2019,Batman,it,29977
5/15/2019,Batman,bh,6
5/15/2019,Batman,kr,0
5/15/2019,Batman,bz,16
5/15/2019,Batman,im,0
6/12/2019,Batman,pe,26928
6/12/2019,Batman,vn,23393
6/12/2019,Batman,sm,28
6/12/2019,Batman,cd,0
5/14/2019,Batman,mx,60297
5/14/2019,Batman,sv,31
6/2/2019,Batman,mx,39824
6/2/2019,Batman,ng,70
6/2/2019,Batman,gp,9
6/5/2019,Batman,gp,9
6/5/2019,Batman,ug,16
6/5/2019,Batman,ne,4
6/5/2019,Batman,pf,4
5/22/2019,Batman,nl,7425
5/22/2019,Batman,ygb,0
5/22/2019,Batman,ee,24
5/22/2019,Batman,li,1
5/22/2019,Batman,km,0
6/28/2019,Batman,tw,14590
6/28/2019,Batman,ma,104
6/28/2019,Batman,et,76
6/28/2019,Batman,gt,39
6/28/2019,Batman,row,0
6/21/2019,Batman,eg,48
6/21/2019,Batman,tn,2217
6/21/2019,Batman,am,4
6/21/2019,Batman,bj,10
6/21/2019,Batman,sc,1
5/23/2019,Batman,cl,17852
5/23/2019,Batman,ht,27
5/5/2019,Batman,mw,1
5/29/2019,Batman,kh,1316
5/29/2019,Batman,pf,2
5/29/2019,Batman,by,5
5/29/2019,Batman,cw,0
5/19/2019,Batman,es,32590
5/19/2019,Batman,ug,1
6/30/2019,Batman,iq,32
6/30/2019,Batman,tj,3
6/30/2019,Batman,ne,3
6/30/2019,Batman,uz,4
6/30/2019,Batman,dm,1
6/30/2019,Batman,ht,13
5/28/2019,Batman,co,57875
5/28/2019,Batman,ua,22
5/28/2019,Batman,sy,0
6/29/2019,Batman,pr,95
6/29/2019,Batman,cm,14
6/29/2019,Batman,,0
6/29/2019,Batman,26pa,0
6/20/2019,Batman,ph,49074
6/20/2019,Batman,ar,28038
6/20/2019,Batman,ng,63
6/20/2019,Batman,sk,26
5/7/2019,Batman,ml,34
5/7/2019,Batman,pm,1
5/30/2019,Batman,at,3609
5/30/2019,Batman,zz,0
5/30/2019,Batman,bo,94
6/6/2019,Batman,ie,2536
6/6/2019,Batman,bd,78
6/6/2019,Batman,sy,0
5/6/2019,Batman,iq,25
5/6/2019,Batman,ad,2
5/6/2019,Batman,gn,2
5/6/2019,Batman,lr,6
5/6/2019,Batman,ga,0
5/6/2019,Batman,ag,5
6/19/2019,Batman,ie,2564
6/19/2019,Batman,zw,10
6/19/2019,Batman,mt,43
6/19/2019,Batman,be,236
6/19/2019,Batman,tg,2
6/19/2019,Batman,mc,2
5/1/2019,Batman,xk,0
5/1/2019,Batman,bh,9
5/1/2019,Batman,kr,0
5/1/2019,Batman,tj,3
5/27/2019,Batman,us,200790
5/27/2019,Batman,be,302
5/27/2019,Batman,ye,22
6/18/2019,Batman,xk,0
6/18/2019,Batman,as,2
6/18/2019,Batman,ga,7
6/18/2019,Batman,nc,2
6/4/2019,Batman,ni,79
6/4/2019,Batman,sv,60
6/4/2019,Batman,kz,3
6/4/2019,Batman,lr,4
6/4/2019,Batman,md,0
5/20/2019,Batman,ch,2866
5/20/2019,Batman,mg,9
5/20/2019,Batman,gt,28
5/20/2019,Batman,ga,26
5/20/2019,Batman,md,0
6/15/2019,Batman,ph,40486
6/15/2019,Batman,cz,44
6/15/2019,Batman,cv,2
6/8/2019,Batman,id,49938
6/8/2019,Batman,dz,467
6/8/2019,Batman,bz,15
6/25/2019,Batman,th,25035
6/25/2019,Batman,ma,84
6/25/2019,Batman,km,3
6/25/2019,Batman,gn,1
5/3/2019,Batman,id,121582
5/3/2019,Batman,es,30979
5/3/2019,Batman,gq,10
6/27/2019,Batman,tn,2210
6/27/2019,Batman,kh,1057
6/27/2019,Batman,dz,454
6/27/2019,Batman,jp,470
6/27/2019,Batman,ni,32
6/27/2019,Batman,ps,0
5/13/2019,Batman,af,17
5/13/2019,Batman,hn,46
5/13/2019,Batman,dk,1594
6/10/2019,Batman,ph,50689
6/9/2019,Batman,no,1882
6/9/2019,Batman,dz,518
6/9/2019,Batman,bh,10
6/9/2019,Batman,ma,105
6/9/2019,Batman,iq,22
6/9/2019,Batman,jm,38
6/10/2019,Batman,ga,6
5/25/2019,Batman,id,88942
5/25/2019,Batman,es,25998
5/25/2019,Batman,cg,2
5/25/2019,Batman,ao,17
5/25/2019,Batman,ps,0
6/17/2019,Batman,ma,81
6/17/2019,Batman,jp,508
6/17/2019,Batman,uy,304
6/17/2019,Batman,np,91
6/17/2019,Batman,me,2
6/17/2019,Batman,ad,0
6/24/2019,Batman,rw,27
6/24/2019,Batman,bb,10
6/24/2019,Batman,xk,0
6/24/2019,Batman,gq,5
6/24/2019,Batman,om,21
6/24/2019,Batman,ai,2
5/2/2019,Batman,fi,1751
5/1/2019,Batman,ca,35288
5/2/2019,Batman,rw,30
5/2/2019,Batman,rs,59
5/2/2019,Batman,ni,26
5/1/2019,Batman,se,2880
6/16/2019,Batman,at,3433
6/16/2019,Batman,sn,11
6/16/2019,Batman,cy,22
6/16/2019,Batman,cr,5
6/16/2019,Batman,ru,0
5/10/2019,Batman,sa,117
5/10/2019,Batman,bh,16
5/10/2019,Batman,gy,11
5/10/2019,Batman,sn,18
6/26/2019,Batman,ug,14
5/12/2019,Batman,af,37
5/12/2019,Batman,bt,5
5/12/2019,Batman,bf,1
5/9/2019,Batman,dk,1859
5/9/2019,Batman,za,59
5/9/2019,Batman,bi,4
5/9/2019,Batman,cv,3
5/21/2019,Batman,pl,476
5/21/2019,Batman,dz,493
5/21/2019,Batman,gh,14
5/21/2019,Batman,ag,6
5/21/2019,Batman,bt,0
5/18/2019,Batman,jp,576
5/18/2019,Batman,bh,14
5/18/2019,Batman,py,45
5/18/2019,Batman,eg,50
5/18/2019,Batman,mt,71
5/18/2019,Batman,tl,3
5/18/2019,Batman,ga,3
5/18/2019,Batman,mc,1
5/18/2019,Batman,ru,0
5/18/2019,Batman,ag,2
5/16/2019,Batman,sg,7479
5/16/2019,Batman,gn,26
5/16/2019,Batman,ag,17
6/22/2019,Batman,vn,18785
6/22/2019,Batman,at,2634
6/22/2019,Batman,cn,22
6/22/2019,Batman,ht,8
6/22/2019,Batman,bi,2
5/26/2019,Batman,bo,82
5/26/2019,Batman,kz,10
5/26/2019,Batman,me,4
6/23/2019,Batman,br,120301
6/23/2019,Batman,nz,48
6/23/2019,Batman,eu,0
6/1/2019,Batman,unknown,390
6/1/2019,Batman,pg,14
6/1/2019,Batman,ky,2
6/1/2019,Batman,nc,2
5/11/2019,Batman,id,99766
5/11/2019,Batman,sg,14637
5/11/2019,Batman,cr,15
5/11/2019,Batman,ni,3
5/4/2019,Batman,fr,65029
5/4/2019,Batman,tw,15042
5/4/2019,Batman,re,0
5/4/2019,Batman,me,1
5/4/2019,Batman,gn,2
5/4/2019,Batman,ky,2
5/4/2019,Batman,eu,0
5/17/2019,Batman,jp,678
5/17/2019,Batman,br,182476
5/17/2019,Batman,hn,47
5/17/2019,Batman,hr,28
6/3/2019,Batman,ap,0
6/3/2019,Batman,zm,5
6/3/2019,Batman,mr,20
6/3/2019,Batman,is,1
6/14/2019,Batman,ua,5
6/14/2019,Batman,ee,14
5/31/2019,Batman,se,2238
5/31/2019,Batman,ec,275
5/31/2019,Batman,co,47038
5/31/2019,Batman,tg,2
6/13/2019,Batman,mu,34
6/13/2019,Batman,mc,1
6/13/2019,Batman,mv,1
7/1/2019,Batman,jp,395
7/1/2019,Batman,sa,71
5/24/2019,Batman,th,26705
5/24/2019,Batman,ch,1984
5/24/2019,Batman,ro,191
5/24/2019,Batman,ky,1
5/24/2019,Batman,gq,9
5/24/2019,Batman,ao,11
6/7/2019,Batman,hu,86
6/7/2019,Batman,ao,7
6/10/2019,Batman,sm,6
5/15/2019,Batman,,0
5/15/2019,Batman,cy,69
5/15/2019,Batman,sy,0
5/15/2019,Batman,km,2
5/15/2019,Batman,ga,1
6/12/2019,Batman,gf,1
6/12/2019,Batman,mn,2
5/14/2019,Batman,it,29867
5/14/2019,Batman,cr,14
5/14/2019,Batman,yt,4
5/14/2019,Batman,hk,0
5/14/2019,Batman,ad,4
5/14/2019,Batman,bn,0
6/2/2019,Batman,me,6
6/5/2019,Batman,ma,56
6/5/2019,Batman,eg,43
6/5/2019,Batman,ht,11
6/5/2019,Batman,ly,0
5/22/2019,Batman,vn,30529
5/22/2019,Batman,empty_value,0
6/28/2019,Batman,pa,106
6/28/2019,Batman,si,17
6/28/2019,Batman,mz,1
6/28/2019,Batman,bm,1
6/21/2019,Batman,ph,42024
6/21/2019,Batman,it,21439
6/21/2019,Batman,ae,142
6/21/2019,Batman,mt,54
6/21/2019,Batman,so,2
5/23/2019,Batman,hn,44
5/23/2019,Batman,uz,6
5/23/2019,Batman,om,20
5/23/2019,Batman,jo,15
5/5/2019,Batman,br,132818
5/5/2019,Batman,sa,118
5/5/2019,Batman,ap,0
5/29/2019,Batman,in,147408
5/29/2019,Batman,ph,47420
5/29/2019,Batman,vu,1
5/29/2019,Batman,ps,0
5/8/2019,Batman,mx,68356
5/8/2019,Batman,cv,4
5/8/2019,Batman,jo,15
5/8/2019,Batman,lv,34
5/19/2019,Batman,it,24306
5/19/2019,Batman,ch,2402
5/19/2019,Batman,nz,52
6/30/2019,Batman,ee,11
6/30/2019,Batman,tz,0
5/28/2019,Batman,hn,83
5/28/2019,Batman,kg,12
5/28/2019,Batman,sm,18
6/29/2019,Batman,sk,18
6/29/2019,Batman,so,4
6/29/2019,Batman,mg,10
6/20/2019,Batman,pt,158
6/20/2019,Batman,ir,0
6/20/2019,Batman,bj,2
6/20/2019,Batman,ru,0
5/7/2019,Batman,ke,25
5/7/2019,Batman,tg,1
5/7/2019,Batman,gd,1
5/30/2019,Batman,gr,90
5/30/2019,Batman,jo,7
5/30/2019,Batman,sm,12
5/30/2019,Batman,sy,0
6/6/2019,Batman,eg,74
6/6/2019,Batman,cl,15969
6/6/2019,Batman,de,23506
6/6/2019,Batman,lu,91
5/6/2019,Batman,pt,139
5/6/2019,Batman,bd,41
6/19/2019,Batman,mm,18
5/1/2019,Batman,hn,44
5/27/2019,Batman,fr,69407
5/27/2019,Batman,nl,7136
5/27/2019,Batman,lu,34
5/27/2019,Batman,vi,0
5/27/2019,Batman,il,19
6/18/2019,Batman,us,214159
6/18/2019,Batman,es,28398
6/18/2019,Batman,cl,15078
6/18/2019,Batman,lb,86
6/18/2019,Batman,pk,73
6/18/2019,Batman,sy,0
6/4/2019,Batman,zm,7
6/4/2019,Batman,mn,3
5/20/2019,Batman,ar,41122
5/20/2019,Batman,pk,57
5/20/2019,Batman,sk,84
5/20/2019,Batman,si,20
5/20/2019,Batman,ps,0
5/20/2019,Batman,kp,0
6/15/2019,Batman,vn,18790
6/15/2019,Batman,pt,147
6/15/2019,Batman,lk,31
6/15/2019,Batman,mt,33
6/8/2019,Batman,vn,19741
6/25/2019,Batman,gu,9
6/25/2019,Batman,mv,3
5/3/2019,Batman,uy,1938
5/3/2019,Batman,kh,27
6/27/2019,Batman,unknown,503
6/27/2019,Batman,ie,1965
6/27/2019,Batman,nz,34
5/13/2019,Batman,vn,26726
5/13/2019,Batman,nc,7
5/13/2019,Batman,ba,18
5/13/2019,Batman,gd,2
5/13/2019,Batman,tj,2
5/13/2019,Batman,az,1
6/9/2019,Batman,hr,43
6/10/2019,Batman,nc,1
6/10/2019,Batman,il,28
6/10/2019,Batman,jo,15
5/25/2019,Batman,hn,34
6/17/2019,Batman,nl,6120
6/17/2019,Batman,lr,10
6/17/2019,Batman,bj,7
6/11/2019,Batman,ve,23217
6/11/2019,Batman,jp,418
6/11/2019,Batman,zw,38
6/24/2019,Batman,sk,22
6/24/2019,Batman,bz,6
5/2/2019,Batman,mt,62
5/2/2019,Batman,al,41
5/2/2019,Batman,si,26
6/16/2019,Batman,fr,50511
6/16/2019,Batman,rw,9
6/16/2019,Batman,si,35
5/10/2019,Batman,fr,58802
5/10/2019,Batman,lu,18
5/10/2019,Batman,kz,10
5/10/2019,Batman,dm,1
6/26/2019,Batman,th,22239
6/26/2019,Batman,ar,30906
6/26/2019,Batman,iq,53
5/12/2019,Batman,sk,51
5/12/2019,Batman,lt,54
5/12/2019,Batman,ps,0
5/9/2019,Batman,tw,18313
5/9/2019,Batman,kh,45
5/9/2019,Batman,hu,82
5/9/2019,Batman,qa,55
5/9/2019,Batman,am,20
5/9/2019,Batman,bd,22
5/9/2019,Batman,tt,17
5/9/2019,Batman,mc,2
5/9/2019,Batman,sl,31
5/21/2019,Batman,cl,15474
5/21/2019,Batman,gy,53
5/21/2019,Batman,pg,4
5/21/2019,Batman,bq,0
5/18/2019,Batman,unknown,517
5/18/2019,Batman,nl,5425
5/18/2019,Batman,sr,6
5/18/2019,Batman,so,1
5/16/2019,Batman,bn,0
6/22/2019,Batman,bw,2
5/26/2019,Batman,ve,19400
5/26/2019,Batman,ph,36595
5/26/2019,Batman,nz,58
5/26/2019,Batman,kh,1144
5/26/2019,Batman,al,33
5/26/2019,Batman,cz,55
5/26/2019,Batman,ye,2
5/26/2019,Batman,kg,7
5/26/2019,Batman,gh,22
6/23/2019,Batman,jm,37
6/23/2019,Batman,qa,46
6/23/2019,Batman,gu,11
6/1/2019,Batman,lb,70
6/1/2019,Batman,ba,13
6/1/2019,Batman,sv,7
6/1/2019,Batman,gi,1
5/11/2019,Batman,ve,21885
5/11/2019,Batman,in,123399
5/11/2019,Batman,jp,1105
5/11/2019,Batman,tr,77
5/11/2019,Batman,tj,2
5/4/2019,Batman,sa,110
5/4/2019,Batman,empty_value,0
5/4/2019,Batman,lb,42
5/4/2019,Batman,hr,18
5/4/2019,Batman,bf,0
5/4/2019,Batman,cgoogooo,0
5/17/2019,Batman,tt,6
5/17/2019,Batman,ps,0
5/17/2019,Batman,kr,0
6/3/2019,Batman,se,2409
6/3/2019,Batman,ch,2096
6/3/2019,Batman,gn,6
6/3/2019,Batman,ml,1
6/14/2019,Batman,fi,1250
6/14/2019,Batman,tg,2
6/14/2019,Batman,si,12
5/31/2019,Batman,lk,41
5/31/2019,Batman,mg,13
5/31/2019,Batman,gn,4
5/31/2019,Batman,pg,2
6/13/2019,Batman,xk,0
6/13/2019,Batman,mn,21
7/1/2019,Batman,dk,1614
5/24/2019,Batman,tw,17819
6/7/2019,Batman,bg,72
6/7/2019,Batman,uy,399
6/7/2019,Batman,cz,42
6/7/2019,Batman,np,82
5/15/2019,Batman,pl,507
5/15/2019,Batman,cr,14
6/12/2019,Batman,tw,17598
6/12/2019,Batman,mq,42
6/12/2019,Batman,ug,20
6/12/2019,Batman,mc,1
6/12/2019,Batman,mz,11
6/12/2019,Batman,ye,14
5/14/2019,Batman,mz,18
5/14/2019,Batman,cm,5
6/2/2019,Batman,ec,340
6/2/2019,Batman,ni,3
6/2/2019,Batman,gy,11
6/5/2019,Batman,sg,5530
6/5/2019,Batman,hr,26
6/5/2019,Batman,py,46
6/5/2019,Batman,cz,56
6/5/2019,Batman,om,23
6/5/2019,Batman,pg,2
5/22/2019,Batman,sg,7007
5/22/2019,Batman,iq,67
5/22/2019,Batman,np,67
5/22/2019,Batman,gt,39
5/22/2019,Batman,gi,4
5/22/2019,Batman,bs,0
6/28/2019,Batman,lt,48
6/28/2019,Batman,cz,59
6/28/2019,Batman,nz,26
6/28/2019,Batman,cm,9
6/28/2019,Batman,cw,0
6/21/2019,Batman,ar,29167
6/21/2019,Batman,nl,5722
6/21/2019,Batman,il,28
6/21/2019,Batman,ee,14
6/21/2019,Batman,li,2
6/21/2019,Batman,ga,21
5/5/2019,Batman,tw,15437
5/5/2019,Batman,gb,51237
5/5/2019,Batman,kw,26
5/5/2019,Batman,py,36
5/5/2019,Batman,ci,0
5/5/2019,Batman,kg,6
5/29/2019,Batman,pl,388
5/29/2019,Batman,lb,54
5/29/2019,Batman,pg,2
5/8/2019,Batman,ba,34
5/19/2019,Batman,az,8
5/19/2019,Batman,re,0
5/19/2019,Batman,so,2
6/30/2019,Batman,cg,2
6/30/2019,Batman,sk,21
5/28/2019,Batman,mn,10
5/28/2019,Batman,az,1
6/29/2019,Batman,dk,1012
6/29/2019,Batman,hr,21
6/29/2019,Batman,bo,82
6/29/2019,Batman,eg,20
6/29/2019,Batman,mm,17
6/29/2019,Batman,ba,18
6/29/2019,Batman,bi,3
6/20/2019,Batman,eg,38
6/20/2019,Batman,se,1987
6/20/2019,Batman,sv,30
6/20/2019,Batman,na,2
5/7/2019,Batman,kw,50
5/7/2019,Batman,sk,36
5/7/2019,Batman,bt,8
5/7/2019,Batman,ga,1
5/30/2019,Batman,sl,14
5/30/2019,Batman,kg,7
6/6/2019,Batman,kh,1356
6/6/2019,Batman,tc,1
5/6/2019,Batman,il,30
5/6/2019,Batman,km,1
5/6/2019,Batman,bw,1
5/6/2019,Batman,is,2
6/19/2019,Batman,ru,0
5/1/2019,Batman,mt,50
5/1/2019,Batman,np,82
5/1/2019,Batman,mp,1
5/1/2019,Batman,ci,0
5/1/2019,Batman,ai,1
5/1/2019,Batman,aw,1
5/27/2019,Batman,ve,23145
5/27/2019,Batman,uy,504
5/27/2019,Batman,jp,474
5/27/2019,Batman,ng,85
5/27/2019,Batman,mm,10
5/27/2019,Batman,ke,51
5/27/2019,Batman,pw,1
6/18/2019,Batman,se,2237
6/18/2019,Batman,bd,299
6/18/2019,Batman,et,71
6/18/2019,Batman,om,34
6/4/2019,Batman,au,19317
6/4/2019,Batman,nl,6364
6/4/2019,Batman,at,3111
6/4/2019,Batman,mq,16
6/4/2019,Batman,ao,16
6/4/2019,Batman,cg,8
6/4/2019,Batman,na,1
5/20/2019,Batman,it,31311
5/20/2019,Batman,jp,583
5/20/2019,Batman,uy,426
5/20/2019,Batman,sr,2
6/15/2019,Batman,gy,11
6/15/2019,Batman,nz,15
6/15/2019,Batman,ky,3
6/15/2019,Batman,so,1
6/15/2019,Batman,ye,5
6/8/2019,Batman,be,235
6/8/2019,Batman,nz,50
6/8/2019,Batman,eg,35
6/8/2019,Batman,pf,2
6/8/2019,Batman,gp,9
6/25/2019,Batman,pg,7
6/25/2019,Batman,af,38
5/3/2019,Batman,ni,58
6/27/2019,Batman,sk,35
6/27/2019,Batman,ml,10
6/27/2019,Batman,py,38
6/27/2019,Batman,ua,18
5/13/2019,Batman,mx,62905
5/13/2019,Batman,za,90
5/13/2019,Batman,tg,1
6/9/2019,Batman,sg,4587
6/9/2019,Batman,dk,1241
6/10/2019,Batman,dk,1529
6/9/2019,Batman,tr,44
6/10/2019,Batman,jp,446
6/9/2019,Batman,lk,32
6/9/2019,Batman,bd,106
6/10/2019,Batman,hk,0
6/9/2019,Batman,tz,0
5/25/2019,Batman,sg,6441
5/25/2019,Batman,,0
5/25/2019,Batman,de,21306
5/25/2019,Batman,empty_value,0
5/25/2019,Batman,xk,0
5/25/2019,Batman,uz,6
5/25/2019,Batman,dj,2
6/17/2019,Batman,vn,24582
6/17/2019,Batman,lu,31
6/17/2019,Batman,nz,44
6/11/2019,Batman,jm,43
6/11/2019,Batman,na,1
6/24/2019,Batman,hn,31
6/24/2019,Batman,ga,9
6/24/2019,Batman,kr,0
5/1/2019,Batman,mu,42
5/2/2019,Batman,sm,6
5/2/2019,Batman,gn,6
5/2/2019,Batman,bf,5
5/1/2019,Batman,uy,2252
6/16/2019,Batman,ve,15683
6/16/2019,Batman,tw,14186
6/16/2019,Batman,gw,1
6/16/2019,Batman,ad,4
6/16/2019,Batman,gq,2
5/10/2019,Batman,li,12
5/10/2019,Batman,cm,2
5/10/2019,Batman,mf,0
6/26/2019,Batman,tn,2068
6/26/2019,Batman,lk,50
6/26/2019,Batman,empty_value,0
6/26/2019,Batman,a2,0
5/12/2019,Batman,ar,32250
5/12/2019,Batman,ec,86
5/12/2019,Batman,sv,28
5/12/2019,Batman,gy,21
5/9/2019,Batman,vn,27369
5/9/2019,Batman,do,133
5/9/2019,Batman,gy,15
5/9/2019,Batman,mw,2
5/21/2019,Batman,in,151739
5/21/2019,Batman,hr,12
5/21/2019,Batman,pk,48
5/21/2019,Batman,bf,4
5/18/2019,Batman,mx,40388
5/18/2019,Batman,pl,421
5/18/2019,Batman,be,234
5/16/2019,Batman,it,28428
5/16/2019,Batman,gp,6
6/22/2019,Batman,empty_value,0
6/22/2019,Batman,bh,21
5/26/2019,Batman,ee,32
5/26/2019,Batman,ao,9
5/26/2019,Batman,vi,0
6/23/2019,Batman,be,176
6/23/2019,Batman,bg,28
6/23/2019,Batman,bh,22
6/1/2019,Batman,tn,2351
6/1/2019,Batman,kh,1140
6/1/2019,Batman,bd,115
6/1/2019,Batman,rs,74
6/1/2019,Batman,lv,44
6/1/2019,Batman,mw,1
6/1/2019,Batman,row,0
5/11/2019,Batman,sa,100
5/11/2019,Batman,eg,96
5/4/2019,Batman,at,3902
5/4/2019,Batman,vn,24645
5/4/2019,Batman,al,14
5/17/2019,Batman,es,31451
5/17/2019,Batman,de,23933
5/17/2019,Batman,nz,41
5/17/2019,Batman,ng,107
6/3/2019,Batman,eg,54
6/3/2019,Batman,ec,377
6/3/2019,Batman,ae,118
6/3/2019,Batman,pr,46
6/14/2019,Batman,ph,41006
6/14/2019,Batman,ie,2453
6/14/2019,Batman,uy,246
6/14/2019,Batman,bm,1
5/31/2019,Batman,no,1572
5/31/2019,Batman,vn,24499
5/31/2019,Batman,ng,79
6/13/2019,Batman,lk,50
6/13/2019,Batman,ua,14
6/13/2019,Batman,gi,3
6/13/2019,Batman,ps,0
7/1/2019,Batman,gt,58
7/1/2019,Batman,il,35
7/1/2019,Batman,ng,54
7/1/2019,Batman,rs,97
7/1/2019,Batman,mq,9
7/1/2019,Batman,vi,0
5/24/2019,Batman,gt,49
5/24/2019,Batman,gg,0
5/24/2019,Batman,az,1
5/24/2019,Batman,km,2
6/7/2019,Batman,es,26022
6/7/2019,Batman,br,169102
6/7/2019,Batman,fi,1143
6/7/2019,Batman,cn,13
6/7/2019,Batman,py,33
6/7/2019,Batman,zm,14
6/7/2019,Batman,tt,6
5/15/2019,Batman,ua,13
5/15/2019,Batman,hk,0
6/12/2019,Batman,hr,35
6/12/2019,Batman,gt,82
6/12/2019,Batman,ua,23
6/12/2019,Batman,mm,18
6/12/2019,Batman,vi,0
6/12/2019,Batman,na,1
6/12/2019,Batman,re,0
5/14/2019,Batman,sg,15476
5/14/2019,Batman,py,50
6/2/2019,Batman,ma,62
6/2/2019,Batman,a1,0
6/5/2019,Batman,mx,58217
6/5/2019,Batman,gb,51885
6/5/2019,Batman,dz,382
6/5/2019,Batman,hu,83
6/5/2019,Batman,gt,66
6/5/2019,Batman,np,64
5/22/2019,Batman,ap,0
5/22/2019,Batman,gw,1
6/28/2019,Batman,gh,18
6/28/2019,Batman,eu,0
6/28/2019,Batman,ua,10
6/28/2019,Batman,sk,14
6/28/2019,Batman,ir,0
6/28/2019,Batman,cf,2
6/21/2019,Batman,md,0
6/21/2019,Batman,cr,42
6/21/2019,Batman,na,1
5/23/2019,Batman,eu,0
5/23/2019,Batman,mt,88
5/23/2019,Batman,td,6
5/23/2019,Batman,mv,4
5/23/2019,Batman,bt,4
5/5/2019,Batman,kz,10
5/29/2019,Batman,gw,6
